id_ejecucion_actividad;fk_numero_actividad;fk_id_user;fk_id_responsable;fk_id_mes;programado;ejecutado;descripcion_actividades;evidencias
;59;1;1;4;0.31;0;;
;59;1;1;5;0.31;0;;
;59;1;1;6;0.31;0;;
;59;1;1;7;0.31;0;;
;59;1;1;8;0.31;0;;
;59;1;1;9;0.305;0;;
;59;1;1;10;0.15;0;;
;59;1;1;11;0.085;0;;
;59;1;1;12;0.01;0;;
;60;1;1;1;0.15;0.15;Durante el mes de enero de 2022, se realizó la planificación de las tres (3) investigaciones enmarcadas en la línea de Investigación en Uso Sostenible – Componente de Propagación Tradicional e In vitro, dando así por finalizada la Fase I de Planificación, en la cual, en reunión, se establecieron los lineamientos de formulación y priorización temática de las investigaciones a desarrollar durante la vigencia. Se plantearon las siguientes propuestas preliminares. 1. Propagación tradicional In situ de tres especies de frailejón de interés para el Distrito Capital, 2. Conservación in vitro de tres especies de orquídeas usando el método de encapsulación-deshidratación 3. Propagación tradicional e in vitro de una especie de melastomataceae como estrategia de conservación.;Acta de reunión con los lineamientos de formulación y priorización temática. Documentos de Anteproyectos de Investigación, Documentos de aprobación de los anteproyectos de investigación que desarrollará durante 2022, la Línea de Investigación Uso Sostenible - Propagación tradicional e in vitro. Documentos de formulación de los Proyectos de Investigación y en los Documentos de informes de avance de las investigaciones a desarrollar durante 2022, la Línea de Investigación Uso Sostenible - Propagación tradicional e in vitro.
;60;1;1;2;0.3;0.3;Durante el mes de febrero de 2022, se finalizó la fase II: Formulación Anteproyecto, para lo cual, se revisaron las propuestas de investigación formuladas, producto de la revisión, se consolidaron los anteproyectos de investigación, los cuales fueron evaluados, dando como resultado los títulos de las tres (3) investigaciones que desarrollará la línea de Investigación en Uso Sostenible – Componente de Propagación Tradicional e In vitro, los cuales corresponden a: 1. Conservación in vitro de tres especies de orquídeas a través del método de encapsulación-deshidratación. 2. Propagación tradicional in situ de tres especies de frailejón de interés para el Distrito Capital y 3. Propagación tradicional e in vitro de una especie de Melastomataceae como estrategia de conservación.;Acta de reunión con los lineamientos de formulación y priorización temática. Documentos de Anteproyectos de Investigación, Documentos de aprobación de los anteproyectos de investigación que desarrollará durante 2022, la Línea de Investigación Uso Sostenible - Propagación tradicional e in vitro. Documentos de formulación de los Proyectos de Investigación y en los Documentos de informes de avance de las investigaciones a desarrollar durante 2022, la Línea de Investigación Uso Sostenible - Propagación tradicional e in vitro.
;60;1;1;3;0.495;0.453;Durante el mes de marzo de 2022, se avanzó en la fase III: Formulación y Ejecución Proyecto Investigación, con la consolidación de los documentos de formulación de los tres proyectos de investigación en desarrollo por el componente de Propagación Tradicional e In vitro: de la Línea de Investigación en Uso Sostenible y los cuales corresponden a: 1. Conservación in vitro de tres especies de orquídeas a través del método de encapsulación-deshidratación, 2. Propagación tradicional in situ de tres especies de frailejón de interés para el Distrito Capital y 3. Propagación tradicional e in vitro de una especie de Melastomataceae como estrategia de conservación. En lo relacionado con la ejecución, para las investigaciones de Propagación Tradicional y melostomataceae, se adelantó el monitoreo y colecta de material vegetal. En lo relacionado con la investigación sobre Propagación In Vitro, se montó un ensayo preliminar de encapsulación. No se reporta el 100% de avance dado que la intervención de obra civil en los laboratorios ha dificultado el desarrollo de las actividades correspondientes a la ejecución de las investigaciones. Monitoreo OAP: De acuerdo con el acta número 1 del 31 de enero de 2022, se priorizaron 3 investigaciones para la línea de Investigación en Uso Sostenible – Propagación. Se validan los formatos GEN.PR.03.F.01 Anteproyecto de investigación, GEN.PR.03. F.02 Evaluación anteproyecto de investigación y GEN.PR.03.F.03 Estructura para la presentación de documentos de investigación, donde se evidencia el avance de la actividad durante el trimestre. Se tienen en cuenta las observaciones de la Subdirección referentes a las obras que se adelantan en los laboratorios.;Acta de reunión con los lineamientos de formulación y priorización temática. Documentos de Anteproyectos de Investigación, Documentos de aprobación de los anteproyectos de investigación que desarrollará durante 2022, la Línea de Investigación Uso Sostenible - Propagación tradicional e in vitro. Documentos de formulación de los Proyectos de Investigación y en los Documentos de informes de avance de las investigaciones a desarrollar durante 2022, la Línea de Investigación Uso Sostenible - Propagación tradicional e in vitro.
;60;1;1;4;0.285;0;;
;60;1;1;5;0.285;0;;
;60;1;1;6;0.285;0;;
;60;1;1;7;0.285;0;;
;60;1;1;8;0.285;0;;
;60;1;1;9;0.285;0;;
;60;1;1;10;0.234;0;;
;60;1;1;11;0.036;0;;
;60;1;1;12;0.075;0;;
;61;1;1;1;0.15;0.15;Durante el mes de enero de 2022, se realizó la planificación de las tres (3) investigaciones enmarcadas en la línea de Investigación en Uso Sostenible – Componente de Sanidad Vegetal dando así por finalizada la Fase I de Planificación, en la cual, en reunión, se establecieron los lineamientos de formulación y priorización temática de las investigaciones a desarrollar durante la vigencia. Se plantearon las siguientes propuestas preliminares. 1. Microorganismos fúngicos asociados a lesiones foliares de dos especies de frailejón en páramos de Bogotá - región, 2. Evaluación del potencial de un biopreparado a base de equinaza y minerales como biofertilizante para la propagación de dos solanáceas agroalimentarias, y 3. Aporte al conocimiento de los hongos microscópicos de Bogotá D.C.;Acta de reunión con los lineamientos de formulación y priorización temática. Documentos de Anteproyectos de Investigación, Documentos de aprobación de los anteproyectos de investigación que desarrollará durante 2022, la Línea de Investigación Uso Sostenible – Sanidad Vegetal. Documentos de formulación de los Proyectos de Investigación y en los Documentos de informes de avance de las investigaciones a desarrollar durante 2022, la Línea de Investigación Uso Sostenible – Sanidad vegetal.
;61;1;1;2;0.3;0.3;Durante el mes de febrero de 2022, se finalizó la fase II: Formulación Anteproyecto, para lo cual, se revisaron las propuestas de investigación formuladas, producto de la revisión, se consolidaron los anteproyectos de investigación, los cuales fueron evaluados, dando como resultado los títulos de las tres (3) investigaciones que desarrollará la línea de Investigación en Uso Sostenible – Componente de Sanidad Vegetal, los cuales corresponden a: 1. Microorganismos fúngicos asociados a lesiones foliares de dos especies de frailejón en páramos de Bogotá – región. 2. Evaluación del potencial de un biopreparado a base de equinaza y minerales como biofertilizante para la propagación de dos solanáceas agroalimentarias y 3. Aporte al conocimiento de los hongos microscópicos de Bogotá D.C.;Acta de reunión con los lineamientos de formulación y priorización temática. Documentos de Anteproyectos de Investigación, Documentos de aprobación de los anteproyectos de investigación que desarrollará durante 2022, la Línea de Investigación Uso Sostenible – Sanidad Vegetal. Documentos de formulación de los Proyectos de Investigación y en los Documentos de informes de avance de las investigaciones a desarrollar durante 2022, la Línea de Investigación Uso Sostenible – Sanidad vegetal.
;61;1;1;3;0.495;0.453;Durante el mes de marzo de 2022, se avanzó en la fase III: Formulación y Ejecución Proyecto Investigación, con la consolidación de los documentos de formulación de los tres proyectos de investigación en desarrollo por el componente de Sanidad Vegetal, de la Línea de Investigación en Uso Sostenible y los cuales corresponden a: 1. Microorganismos fúngicos asociados a lesiones foliares de dos especies de frailejón en páramos de Bogotá - región, 2. Evaluación del potencial de un biopreparado a base de equinaza y minerales como biofertilizante para la propagación de dos solanáceas agroalimentarias y 3. Aporte al conocimiento de los hongos microscópicos de Bogotá D.C. En lo relacionado con la ejecución, para las investigaciones, se realizaron dos salidas de campo para colecta de los frailejones priorizados y las muestras de suelo. En cuanto a la investigación de caldos microbianos, se estableció el caldo y se realizó el beneficio de las especies agroalimentarias priorizadas. No se reporta el 100% de avance dado que la intervención de obra civil en los laboratorios ha dificultado el desarrollo de las actividades correspondientes a la ejecución de las investigaciones. Monitoreo OAP: De acuerdo con el acta número 1 del 31 de enero de 2022, se priorizaron 3 investigaciones para la en la línea de Investigación en Uso Sostenible en el Componente de Sanidad Vegetal. Se validan los formatos GEN.PR.03.F.01 Anteproyecto de investigación, GEN.PR.03. F.02 Evaluación anteproyecto de investigación y GEN.PR.03.F.03 Estructura para la presentación de documentos de investigación, donde se evidencia el avance de la actividad durante el trimestre. Se tienen en cuenta las observaciones de la Subdirección referentes a las obras que se adelantan en los laboratorios.;Acta de reunión con los lineamientos de formulación y priorización temática. Documentos de Anteproyectos de Investigación, Documentos de aprobación de los anteproyectos de investigación que desarrollará durante 2022, la Línea de Investigación Uso Sostenible – Sanidad Vegetal. Documentos de formulación de los Proyectos de Investigación y en los Documentos de informes de avance de las investigaciones a desarrollar durante 2022, la Línea de Investigación Uso Sostenible – Sanidad vegetal.
;61;1;1;4;0.285;0;;
;61;1;1;5;0.285;0;;
;61;1;1;6;0.285;0;;
;61;1;1;7;0.285;0;;
;61;1;1;8;0.285;0;;
;61;1;1;9;0.285;0;;
;61;1;1;10;0.234;0;;
;61;1;1;11;0.036;0;;
;61;1;1;12;0.075;0;;
;62;1;1;1;0.15;0.15;Durante el mes de enero de 2022, se realizó la planificación de las tres (3) investigaciones enmarcadas en la línea de Investigación en Uso Sostenible – Componente de Bioprospección dando así por finalizada la Fase I de Planificación, en la cual, en reunión, se establecieron los lineamientos de formulación y priorización temática de las investigaciones a desarrollar durante la vigencia. Se plantearon las siguientes propuestas preliminares: 1. Estudio del potencial antimicrobiano del canelón (Peperomia subspathulata Yunck) 2. Aprovechamiento de especies agroalimentarias en el desarrollo de un bioproducto 3. Diseño de un producto con ingredientes naturales a partir de especies priorizadas para la conservación y uso sostenible. ;Acta de reunión con los lineamientos de formulación y priorización temática. Documentos de Anteproyectos de Investigación, Documentos de aprobación de los anteproyectos de investigación que desarrollará durante 2022, la Línea de Investigación Uso Sostenible – Bioprospección. Documentos de formulación de los Proyectos de Investigación y en los Documentos de informes de avance de las investigaciones a desarrollar durante 2022, la Línea de Investigación Uso Sostenible – Bioprospección.
;62;1;1;2;0.3;0.3;Durante el mes de febrero de 2022, se finalizó la fase II: Formulación Anteproyecto, para lo cual, se revisaron las propuestas de investigación formuladas, producto de la revisión, se consolidaron los anteproyectos de investigación, los cuales fueron evaluados, dando como resultado los títulos de las tres (3) investigaciones que desarrollará la línea de Investigación en Uso Sostenible – Componente de Bioprospección, los cuales corresponden a: 1. Estudio del potencial antimicrobiano de la especie aromática subspathulata Yunck. 2. Diseño de un bioproducto con extractos obtenidos de especies agroalimentarias priorizadas por el componente de uso sostenible y 3. Diseño de un producto con valor agregado a partir de una mezcla de ingredientes naturales vegetales.;Acta de reunión con los lineamientos de formulación y priorización temática. Documentos de Anteproyectos de Investigación, Documentos de aprobación de los anteproyectos de investigación que desarrollará durante 2022, la Línea de Investigación Uso Sostenible – Bioprospección. Documentos de formulación de los Proyectos de Investigación y en los Documentos de informes de avance de las investigaciones a desarrollar durante 2022, la Línea de Investigación Uso Sostenible – Bioprospección.
;62;1;1;3;0.495;0.453;Durante el mes de marzo de 2022, se avanzó en la fase III: Formulación y Ejecución Proyecto Investigación, con la consolidación de los documentos de formulación de los tres proyectos de investigación en desarrollo por el componente de Bioprospección de la Línea de Investigación en Uso Sostenible y los cuales corresponden a: 1. Estudio del potencial antimicrobiano de la especie aromática Peperomia subspathulata Yunck, 2. Diseño de un bioproducto con extractos obtenidos de especies agroalimentarias priorizadas por el componente de uso sostenible y 3. Diseño de un producto con valor agregado a partir de una mezcla de ingredientes naturales vegetales. En lo relacionado con la ejecución, para cada una de las investigaciones, se colectaron muestras de las especies priorizadas y se procesaron en el laboratorio para obtención de extractos. No se reporta el 100% de avance dado que la intervención de obra civil en los laboratorios ha dificultado el desarrollo de las actividades correspondientes a la ejecución de las investigaciones. Monitoreo OAP: De acuerdo con el acta número 1 del 31 de enero de 2022, se priorizaron 3 investigaciones para la línea de Investigación en Uso Sostenible en el componente de Bioprospección. Se validan los formatos GEN.PR.03.F.01 Anteproyecto de investigación, GEN.PR.03. F.02 Evaluación anteproyecto de investigación y GEN.PR.03.F.03 Estructura para la presentación de documentos de investigación, donde se evidencia el cumplimiento de la actividad durante el trimestre. Se tienen en cuenta las observaciones de la Subdirección referentes a las obras que se adelantan en los laboratorios.;Acta de reunión con los lineamientos de formulación y priorización temática. Documentos de Anteproyectos de Investigación, Documentos de aprobación de los anteproyectos de investigación que desarrollará durante 2022, la Línea de Investigación Uso Sostenible – Bioprospección. Documentos de formulación de los Proyectos de Investigación y en los Documentos de informes de avance de las investigaciones a desarrollar durante 2022, la Línea de Investigación Uso Sostenible – Bioprospección.
;62;1;1;4;0.285;0;;
;62;1;1;5;0.285;0;;
;62;1;1;6;0.285;0;;
;62;1;1;7;0.285;0;;
;62;1;1;8;0.285;0;;
;62;1;1;9;0.285;0;;
;62;1;1;10;0.234;0;;
;62;1;1;11;0.036;0;;
;62;1;1;12;0.075;0;;
;63;1;1;1;0.082;0.082;Durante el mes de enero de 2022, se inició la Fase I Planificación, se elaboró la propuesta inicial del Plan de Acción de la Estrategia Institucional que se desarrollará durante la vigencia, en lo relacionado con la Fase II: Ejecución, se avanzó así: Dimensión de Interrelación: se realizó la consolidación y presentación al Comité Directivo de la Entidad de las actividades, metas e indicadores de los objetivos estratégicos del Cuadro de Mando Integral que involucró procesos misionales de generación, aplicación y apropiación del conocimiento, así como los procesos de apoyo institucional. Dimensión de Recursos: Se realizó la revisión de los Resultados Preliminares de la Convocatoria 894-2021 de Medición y reconocimiento de Investigadores del Ministerio de Ciencia Tecnología e Innovación. Dimensión de Resultados: se realizó la publicación de el artículo científico  Aplea to DNA barco de type specimens: An example from Micropholis (Sapotaceae), publicado en la Revista Taxon y el Libro de Investigación de la lista Roja de Plantas Vasculares Endémicas de la Alta Montaña de Colombia publicado con el Instituto de Investigación de Recursos Biológicos Alexander von Humboldt.;Documento Plan de Acción, Documento avance de la Dimensión estratégica, Dimensión de interrelaciones, Dimensión de recursos. Documento Plan de Acción, Documento avance de: la Dimensión estratégica, Dimensión de interrelaciones, Dimensión de recursos y Dimensión de resultados con el avance programado para el mes de reporte. Documento Plan de Acción, Documento avance de: la Dimensión estratégica, Dimensión de interrelaciones, Dimensión de recursos, Seguimiento del Plan de Mejoramiento y postulaciones ante Min Ciencias y Dimensión de resultados.
;63;1;1;2;0.082;0.082;Durante el mes de febrero de 2022, se finalizó la fase I: Planificación, con la consolidación la estructuración del plan de trabajo de la Estrategia Institucional a realizar durante 2022. Dimensión de Estrategia: Para la construcción del cuadro de mando se avanzó en su estructuración que involucró los aspectos de la construcción del Mapa Estratégico Institucional y la plataforma tecnológica para la digitalización de la información que alimenta el reporte del Cuadro de Mando Integral a nivel Institucional. El proceso de construcción de cultura organizacional desde un enfoque de gestión del conocimiento e innovación, se realizaron dos reuniones del equipo interdisciplinario consolidado para avanzar en la propuesta del plan de trabajo y acciones a realizar para la vigencia 2022. Dimensión de Recursos: Se continuó con la revisión de los Resultados Preliminares de la Convocatoria 894-2021 de Medición y reconocimiento de Investigadores del Ministerio de Ciencia Tecnología e Innovación. Se avanzó en el levantamiento del inventario y diagnóstico de la infraestructura para I+D+i de la institución, para lo cual, se realizaron dos reuniones para establecer los parámetros del diagnóstico y el plan de trabajo vigencia 2022. Dimensión de Resultados: se continuó con la producción editorial de 2 libros de investigación, una cartilla divulgativa y el especial monográfico de Restauración Ecológica de la Revista Pérez Arbelaezia. Se realizaron tres jornadas de Tertulias de la Conservación, dos tertulias presenciales y una tertulia virtual que contaron con la participación de 60 personas y la Tertulia Virtual con 43 visualizaciones. Finalmente, se vincularon 13 estudiantes de las universidades UNICOLMAYOR, UNIMINUTO, LA SALLE, UNICENTRAL, UFPS e INNCA.;Documento Plan de Acción, Documento avance de la Dimensión estratégica, Dimensión de interrelaciones, Dimensión de recursos. Documento Plan de Acción, Documento avance de: la Dimensión estratégica, Dimensión de interrelaciones, Dimensión de recursos y Dimensión de resultados con el avance programado para el mes de reporte. Documento Plan de Acción, Documento avance de: la Dimensión estratégica, Dimensión de interrelaciones, Dimensión de recursos, Seguimiento del Plan de Mejoramiento y postulaciones ante Min Ciencias y Dimensión de resultados.
;63;1;1;3;0.079;0.079;Durante el mes de marzo de 2022, se avanzó así: Etapa de planificación: El plan de trabajo de la Estrategia Institucional a realizar durante la vigencia se entregó en el mes de febrero. Dimensión de Estrategia: se avanzó en la articulación de la estructura del cuadro de Mando Institucional con el proceso de diseño de la plataforma tecnológica para su respectivo seguimiento. Se realizó una reunión del equipo interdisciplinario consolidado para avanzar adelantar las actividades del plan de trabajo y acciones a realizar para la vigencia 2022 del proceso de Gestión del Conocimiento e Innovación de la Entidad. Dimensión de Recursos: Se realizó una capacitación sobre el proceso de actualización del CvLAC en la plataforma ScienTI del Ministerio de Ciencia Tecnología e Innovación. De otra parte, se continúa con el proceso de levantamiento del inventario y diagnóstico de la infraestructura para I+D+i de la institución, se realizaron dos reuniones para establecer los parámetros del diagnóstico y el plan de trabajo vigencia 2022. Dimensión de Resultados: se continúa con la producción editorial de 2 libros de investigación, una cartilla divulgativa y el especial monográfico de Restauración Ecológica de la Revista Pérez Arbelaezia, se realizaron cinco jornadas de Tertulias de la Conservación que contaron con la participación de 174 personas y 185 visualizaciones, se vincularon 20 estudiantes de las universidades UNICOLMAYOR, UNIMINUTO, LA SALLE, UNICENTRAL, UFPS e INNCA. Monitoreo OAP: De acuerdo con el plan de acción elaborado en el mes de enero en el formato GEN.PR.03.F.03 Estructura para la presentación de documentos de investigación, se evidencia el avance en la dimensión de estrategia, la dimensión de interrelación, en la dimensión de recursos y en la dimensión de resultados, dando cumplimiento al 100% de lo programado para el trimestre.;Documento Plan de Acción, Documento avance de la Dimensión estratégica, Dimensión de interrelaciones, Dimensión de recursos. Documento Plan de Acción, Documento avance de: la Dimensión estratégica, Dimensión de interrelaciones, Dimensión de recursos y Dimensión de resultados con el avance programado para el mes de reporte. Documento Plan de Acción, Documento avance de: la Dimensión estratégica, Dimensión de interrelaciones, Dimensión de recursos, Seguimiento del Plan de Mejoramiento y postulaciones ante Min Ciencias y Dimensión de resultados.
;63;1;1;4;0.083;0;;
;63;1;1;5;0.095;0;;
;63;1;1;6;0.095;0;;
;63;1;1;7;0.095;0;;
;63;1;1;8;0.095;0;;
;63;1;1;9;0.095;0;;
;63;1;1;10;0.087;0;;
;63;1;1;11;0.072;0;;
;63;1;1;12;0.04;0;;
;64;1;1;1;0.068;0.068;Durante el mes de enero de 2022, se inició la Fase I Planificación para lo cual, se adelantó la priorización preliminar de actividades SIDIC para la vigencia 2022, que se relaciona con la gestión de información de investigaciones del periodo 2016 – 2021, en tres componentes: registros y productos, datos e información geoespacial. Se priorizó el desarrollo del ciclo de socialización y capacitaciones SIDIC 2022, con espacios dirigidos a los investigadores donde se abordarán temas relacionados con procedimiento GEN.PR.03, Plan de Investigaciones JBB y, avances e indicaciones para la gestión de la información y los datos de las investigaciones. Se proyectaron los perfiles de estudiantes requeridos para el equipo SIDIC, los cuales fueron remitidos como parte de las actividades de apoyo al equipo de Fortalecimiento y Acreditación del JBB, encargado del proceso de enlace y gestiones con las universidades. Se adelantó la gestión de consolidación del proceso de actualización del procedimiento GEN.PR.03, el cual se encuentra disponible en la unidad MIPG del JBB, para consulta y uso de los investigadores.;Dimensión de resultados y Documento de reporte de avance Fase Planificación SIDIC. Documento de reporte de avance Fase Planificación, Documento de reporte de avance Fase Ejecución y Documento de reporte de avance Fase Seguimiento de SIDIC.  Documento de reporte de avance Fase Ejecución y Documento de reporte de avance Fase Seguimiento - SIDIC.
;64;1;1;2;0.098;0.098;Durante el mes de febrero de 2022, se finalizó la fase I: Planificación, con la consolidación de la priorización de actividades SIDIC para la vigencia 2022, para la gestión de información en los componentes de: registros de investigaciones y productos I+D+I, datos biológicos y socioecológicos e, información geoespacial. Se proyectaron las sesiones del ciclo de socialización y capacitaciones SIDIC 2022. Se establecieron los indicadores de gestión por componente. Se realizó la socialización de la actualización del procedimiento GEN.PR.03, los componentes temáticos del Plan de Investigaciones del Jardín Botánico José Celestino Mutis 2018 – 2028 y la proyección del calendario SIDIC 2022, a los investigadores y coordinadores. Se inició el acompañamiento por parte de las profesionales SIDIC a los procesos de práctica de tres estudiantes asignados desde el equipo de Fortalecimiento y Acreditación del JBB. En el componente de registros de investigaciones y productos I+D+I: se hizo una asesoría y se revisaron 129 documentos de 30 investigaciones. En el componente de datos biológicos y socioecológicos: se hizo una asesoría y se consolidó una publicación en el SiB Colombia. En el componente de información geoespacial: se importaron 96 capas geográficas a la base de datos PostgreSQL + PostGIS y se generó su metadato. Para el componente de registros de investigaciones y productos I+D+I: se cuenta con 326 registros de participación en eventos, 101 registros de publicaciones y 48 registros de seguimiento a estudiantes. Para el componente de datos bilógicos y socioecológicos: se han ingresado los datos de 65 investigaciones correspondientes a 97 recursos, de los cuales 21 recursos de 17 investigaciones han sido publicados por medio del SiB Colombia.;Dimensión de resultados y Documento de reporte de avance Fase Planificación SIDIC. Documento de reporte de avance Fase Planificación, Documento de reporte de avance Fase Ejecución y Documento de reporte de avance Fase Seguimiento de SIDIC.  Documento de reporte de avance Fase Ejecución y Documento de reporte de avance Fase Seguimiento - SIDIC.
;64;1;1;3;0.098;0.098;Durante el mes de marzo de 2022, se adelantaron los procesos de articulación para el desarrollo de la base de datos y aplicativo del SIDIC. En el componente de registros de investigaciones y productos I+D+I: se verificó el registro de 42 investigaciones y se adelantaron asesorías con 4 participaciones de investigadores. En el componente de datos biológicos y socioecológicos: se ingresaron 6 recursos de datos de 6 investigaciones. En el componente de información geoespacial: se importaron 52 capas geográficas a la base de datos PostGRES +PostGIS, se generó la publicación de 33 objetos geográficos a través de GeoServer y se vinculó información de tres investigaciones al objeto de territorialización. Para el componente de registros de investigaciones y productos I+D+I: se cuenta con el registro de 234 investigaciones terminadas y 47 investigaciones en ejecución. Para el componente de datos biológicos y socioecológicos: se cuenta con 103 recursos de datos consolidados de 71 investigaciones, 21 recursos están publicados en SiB Colombia y se han adelantado asesorías con 32 participaciones de investigadores. En el componente de información geoespacial: se cuentan con 339 objetos geográficos importados a la base de datos PostGRES +PostGIS, 151 metadatos diligenciados en GeoNetwork y 141 objetos geográficos publicados a través de GeoServer. Monitoreo OAP: Se valida el avance en las fases de planificación, seguimiento y evaluación donde se da el cumplimiento del 100% de la actividad durante el trimestre.;Dimensión de resultados y Documento de reporte de avance Fase Planificación SIDIC. Documento de reporte de avance Fase Planificación, Documento de reporte de avance Fase Ejecución y Documento de reporte de avance Fase Seguimiento de SIDIC.  Documento de reporte de avance Fase Ejecución y Documento de reporte de avance Fase Seguimiento - SIDIC.
;64;1;1;4;0.098;0;;
;64;1;1;5;0.098;0;;
;64;1;1;6;0.098;0;;
;64;1;1;7;0.098;0;;
;64;1;1;8;0.098;0;;
;64;1;1;9;0.098;0;;
;64;1;1;10;0.098;0;;
;64;1;1;11;0.045;0;;
;64;1;1;12;0.005;0;;
;65;1;1;1;200;200;Se realizaron 200 accesiones de plantas vasculares correspondientes a 29 ordenes, para algunos casos los ejemplares fueron colectados en campo, llevados a Herbario, secos en Horno científico, montados, siguiendo los protocolos la información se llevo a digitalización, se les asignó un código de catálogo, y se ingreso a la base de datos del Herbario y al repositorio en línea Specyfy, finalmente estos ejemplares fueron fotografiados y revisados por los curadores del Herbario con el fin de verificar su identificación taxonómica, luego organizados adecuadamente en la colección de referencia Herbario JBB.;Captura cargue en specyfy del mes de enero, Matriz de ingreso en specyfy en Enero. Base de Ingreso de las accesiones en Specify, correspondiente al mes de febrero de 2022. Base de Ingreso de las accesiones en Specify, correspondiente al mes de marzo de 2022. 
;65;1;1;2;350;350;Durante el mes de febrero 2022, se realizaron 350 accesiones de plantas vasculares correspondientes a ejemplares de plantas vasculares, no vasculares y líquenes, es el proceso final después de traer ejemplares de campo y hacer diferentes procesos se siguieron protocolos la información fueron digitalizados, luego se les asignó un código de catálogo, para además ingresarlos a la base de datos del Herbario y al repositorio Specify en línea, finalmente estos ejemplares fueron fotografiados y revisados por los curadores del Herbario con el fin de verificar su identificación taxonómica, luego organizados adecuadamente en la colección de referencia Herbario JBB.;Captura cargue en specyfy del mes de enero, Matriz de ingreso en specyfy en Enero. Base de Ingreso de las accesiones en Specify, correspondiente al mes de febrero de 2022. Base de Ingreso de las accesiones en Specify, correspondiente al mes de marzo de 2022. 
;65;1;1;3;400;400;Durante el mes de marzo de 2022, se realizaron 400 accesiones que correspondieron a plantas vasculares las cuales, fueron colectadas en diferentes proyectos que se vienen realizando en el Herbario JBB de las líneas Flora de Bogotá y Colecciones de Referencia, así como de otras líneas del Jardín Botánico de Bogotá. Para el desarrollo de las accesiones se siguieron diferentes protocolos en pro de la seguridad de los ejemplares botánicos desde el momento en que entran al Herbario JBB, pasan a secado, etiquetado, montado, sistematizado y posterior digitalizado fotográfico, luego de lo cual, ingresan a curaduría donde se ingresan a la colección biológica del Herbario JBB. Las accesiones se representan en diversas preparaciones, desde ejemplares secos montados en láminas de papel, flores inmersas en alcohol, muestras de tejidos disponibles para extracción de ADN, sobres con plantas no vasculares y Carpoteca. Monitoreo OAP: Se evidencia la accesión de 205 especies en enero, 526 en febrero y 400 en marzo para un total de 1131 en el trimestre, evidenciando un sobre cumplimiento de la actividad para el trimestre. Se requiere solicitar el ajuste de meta previo al cierre del trimestre para evitar que se presenten sobre ejecuciones. Se tiene en cuenta que en mesa de trabajo con la dependencia se aclaró que la sobre ejecución obedece a que se accesaron especies que estaban de años anteriores.;Captura cargue en specyfy del mes de enero, Matriz de ingreso en specyfy en Enero. Base de Ingreso de las accesiones en Specify, correspondiente al mes de febrero de 2022. Base de Ingreso de las accesiones en Specify, correspondiente al mes de marzo de 2022. 
;65;1;1;4;400;0;;
;65;1;1;5;400;0;;
;65;1;1;6;450;0;;
;65;1;1;7;450;0;;
;65;1;1;8;450;0;;
;65;1;1;9;450;0;;
;65;1;1;10;450;0;;
;66;1;1;1;10;10;Durante el mes de enero 2022, el Tropicario se enriqueció con 10 especies distintas representadas en 8 familias y 12 individuos, las especies corresponden a: Zea mays, Psophocarpus tetragonolobus, Guzmania multiflora, Anthurium scandens, Aechmea germinyana, Inga pezizifera, Apeiba glabra, Lecythis tuyrana, Heliconia spiralis, Aristolochia grandiflora, las cuales fueron accesadas a las colecciones de: Plantas útiles y ambiente Chocó.;Base de datos de accesiones hechas en el mes de enero.
;66;1;1;2;15;15;Durante el mes de febrero 2022, el Tropicario se enriqueció con 15 especies nuevas representadas en seis familias y 18 individuos, las especies corresponden a: Tillandsia flabellata, Neoregelia carcharodon var. nigra, Vriesea ospinae, Dracula Gorgona, Quesnelia humilis, Acineta superba, Myrmecophila tibicinis, Guzmania Allura, Guzmania Focus, Myoxanthus ceratothallis, Tillandsia incarnata, Palicourea guianensis, Virola macrocarpa, Aniba perutilis, Meriania selvaflorensis, las cuales fueron accesadas a las colecciones de: CEPAC y ambiente Amazonas y Chocó.;Base de datos de accesiones hechas en el mes de febrero.
;66;1;1;3;15;15;Durante el mes de marzo de 2022, el Tropicario se enriqueció con 15 especies nuevas representadas en nueve familias y 25 individuos, las especies corresponden a: Anthurium argyrostachyum, Anthurium terticollectivum, Anthurium x sanguimalense, Compsoneura capitellata, Dicksonia sellowiana, Heliconia obscuroides, Hypoxis decumbens, Monstera planadaensis, Perebea guianensis, Philodendron verrucosum, Ronnbergia maidifolia, Sanchezia oblonga, Schefflera vasqueziana, Xanthosoma giraldoi, Xanthosoma sanintiae y, fueron accesadas en el ambiente Chocó. Monitoreo OAP: Se validaron las evidencias aportadas por la subdirección y se verificó que en enero se accesaron 12 especies, en febrero 17 y en marzo 25 para un total de 54 accesiones. Se requiere solicitar el ajuste de meta previo al cierre del trimestre para evitar que se presenten sobre ejecuciones. Se tiene en cuenta que en mesa de trabajo con la dependencia se aclaró que la sobre ejecución obedece a que se accesaron especies que estaban de años anteriores.;Base de datos de accesiones hechas en el mes de marzo.
;66;1;1;4;14;0;;
;66;1;1;5;13;0;;
;66;1;1;6;13;0;;
;66;1;1;7;13;0;;
;66;1;1;8;13;0;;
;66;1;1;9;13;0;;
;66;1;1;10;13;0;;
;66;1;1;11;10;0;;
;66;1;1;12;3;0;;
